surah_number,ayah_number,arabic_uthmani,blank,english_saheeh_international
2,125,وَإِذ جَعَلنَا البَيتَ مَثابَةً لِلنّاسِ وَأَمنًا وَاتَّخِذوا مِن مَقامِ إِبراهيمَ مُصَلًّى ۖ وَعَهِدنا إِلىٰ إِبراهيمَ وَإِسماعيلَ أَن طَهِّرا بَيتِيَ لِلطّائِفينَ وَالعاكِفينَ وَالرُّكَّعِ السُّجودِ,w-ʾidh jaʿalnāl-bayt mathābat l-n-nās w-ʾamn w-ttakhidhū m maqām ʾibrāhīm muṣall w-ʿahidnā ʾilā ʾibrāhīm w-ʾismāʿīl ʾ ṭahhirā baytiy l-ṭ-ṭāʾifīn w-l-ʿākifīn w-r-rukkaʿ s-sujūd,"And mention when We made the House a place of return for the people and a place of security. And take, O believers, from the standing place of Abraham a place of prayer. And We charged Abraham and Ishmael, saying, ""Purify My House for those who perform Tawaf and those who are staying there for worship and those who bow and prostrate in prayer"
2,126,وَإِذ قالَ إِبراهيمُ رَبِّ اجعَل هٰذا بَلَدًا آمِنًا وَارزُق أَهلَهُ مِنَ الثَّمَراتِ مَن آمَنَ مِنهُم بِاللَّهِ وَاليَومِ الآخِرِ ۖ قالَ وَمَن كَفَرَ فَأُمَتِّعُهُ قَليلًا ثُمَّ أَضطَرُّهُ إِلىٰ عَذابِ النّارِ ۖ وَبِئسَ المَصيرُ,w-ʾidh qāl ʾibrāhīm rabb jʿal hādhā balad ʾāmin w-rzuq ʾahlahū min th-thamarāt m ʾāman minhum b-llāh w-l-yawmil-ʾākhir qāl w-m kafar f-ʾumattiʿuhū qalīl thumm ʾaḍṭarruhū ʾilā ʿadhāb n-nār w-biʾsal-maṣīr,"And mention when Abraham said, ""My Lord, make this a secure city and provide its people with fruits - whoever of them believes in Allah and the Last Day."" Allah said. ""And whoever disbelieves - I will grant him enjoyment for a little; then I will force him to the punishment of the Fire, and wretched is the destination"
2,127,وَإِذ يَرفَعُ إِبراهيمُ القَواعِدَ مِنَ البَيتِ وَإِسماعيلُ رَبَّنا تَقَبَّل مِنّا ۖ إِنَّكَ أَنتَ السَّميعُ العَليمُ,w-ʾidh yarfaʿ ʾibrāhīmul-qawāʿid minal-bayt w-ʾismāʿīl rabbanā taqabbal minmā ʾinnak ʾant s-samīʿul-ʿalīm,"And mention when Abraham was raising the foundations of the House and with him Ishmael, saying, ""Our Lord, accept this from us. Indeed You are the Hearing, the Knowing"
2,128,رَبَّنا وَاجعَلنا مُسلِمَينِ لَكَ وَمِن ذُرِّيَّتِنا أُمَّةً مُسلِمَةً لَكَ وَأَرِنا مَناسِكَنا وَتُب عَلَينا ۖ إِنَّكَ أَنتَ التَّوّابُ الرَّحيمُ,rabbanā w-jʿalnā muslimayn lak w-m dhurriyyatinā ʾummatam-muslimat lak w-ʾarinā manāsikanā w-tub ʿalaynā ʾinnak ʾant t-tawwāb r-raḥīm,"Our Lord, and make us Muslims in submission to You and from our descendants a Muslim nation in submission to You. And show us our rites and accept our repentance. Indeed, You are the Accepting of repentance, the Merciful"
2,129,رَبَّنا وَابعَث فيهِم رَسولًا مِنهُم يَتلو عَلَيهِم آياتِكَ وَيُعَلِّمُهُمُ الكِتابَ وَالحِكمَةَ وَيُزَكّيهِم ۚ إِنَّكَ أَنتَ العَزيزُ الحَكيمُ,rabbanā w-bʿath fīhim rasūlam-minhum yatlū ʿalayhim ʾāyātik w-yuʿallimuhumul-kitāb w-l-ḥikmat w-yuzakkīhim ʾinnak ʾantal-ʿazīzul-ḥakīm,"Our Lord, and send among them a messenger from themselves who will recite to them Your verses and teach them the Book and wisdom and purify them. Indeed, You are the Exalted in Might, the Wise"
2,130,وَمَن يَرغَبُ عَن مِلَّةِ إِبراهيمَ إِلّا مَن سَفِهَ نَفسَهُ ۚ وَلَقَدِ اصطَفَيناهُ فِي الدُّنيا ۖ وَإِنَّهُ فِي الآخِرَةِ لَمِنَ الصّالِحينَ,w-m yarghab ʿam-millat ʾibrāhīm ʾillā m safih nafsahū w-l-qad ṣṭafaynāh fī d-dunyā w-ʾinnahū fīl-ʾākhirat l-min ṣ-ṣāliḥīn,"And who would be averse to the religion of Abraham except one who makes a fool of himself. And We had chosen him in this world, and indeed he, in the Hereafter, will be among the righteous"
2,131,إِذ قالَ لَهُ رَبُّهُ أَسلِم ۖ قالَ أَسلَمتُ لِرَبِّ العالَمينَ,ʾidh qāl lahū rabbuhū ʾaslim qāl ʾaslamt l-rabbil-ʿālamīn,"When his Lord said to him, ""Submit"", he said ""I have submitted in Islam to the Lord of the worlds"
2,132,وَوَصّىٰ بِها إِبراهيمُ بَنيهِ وَيَعقوبُ يا بَنِيَّ إِنَّ اللَّهَ اصطَفىٰ لَكُمُ الدّينَ فَلا تَموتُنَّ إِلّا وَأَنتُم مُسلِمونَ,w-waṣṣā bihā ʾibrāhīm banīh w-yaʿqūb yā-baniyy ʾinn llāh ṣṭafā lakum d-dīn f-lā tamūtunn ʾillā w-ʾantum muslimūn,"And Abraham instructed his sons to do the same and so did Jacob, saying, ""O my sons, indeed Allah has chosen for you this religion, so do not die except while you are Muslims"
2,133,أَم كُنتُم شُهَداءَ إِذ حَضَرَ يَعقوبَ المَوتُ إِذ قالَ لِبَنيهِ ما تَعبُدونَ مِن بَعدي قالوا نَعبُدُ إِلٰهَكَ وَإِلٰه آبائِكَ إِبراهيمَ وَإِسماعيلَ وَإِسحاقَ إِلٰهًا واحِدًا وَنَحنُ لَهُ مُسلِمونَ,ʾam kuntum shuhadāʾ ʾidh ḥaḍar yaʿqūbal-mawt ʾidh qāl l-banīh mā taʿbudūn m baʿdī qālū naʿbud ʾilāhak w-ʾilāh ʾābāʾik ʾibrāhīm w-ʾismāʿīl w-ʾisḥāq ʾilāh wāḥid w-naḥn lahū muslimūn,"Or were you witnesses when death approached Jacob, when he said to his sons, ""What will you worship after me?"" They said, ""We will worship your God and the God of your fathers, Abraham and Ishmael and Isaac - one God. And we are Muslims in submission to Him"
2,134,تِلكَ أُمَّةٌ قَد خَلَت ۖ لَها ما كَسَبَت وَلَكُم ما كَسَبتُم ۖ وَلا تُسأَلونَ عَمّا كانوا يَعمَلونَ,tilk ʾummat qad khalat lahā mā kasabat w-lakum mā kasabtum w-lā tusʾalūn ʿammā kānū yaʿmalūn,"That was a nation which has passed on. It will have the consequence of what it earned, and you will have what you have earned. And you will not be asked about what they used to do"
2,135,وَقالوا كونوا هودًا أَو نَصارىٰ تَهتَدوا ۗ قُل بَل مِلَّةَ إِبراهيمَ حَنيفًا ۖ وَما كانَ مِنَ المُشرِكينَ,w-qālū kūnū hūd ʾaw naṣārā tahtadū qul bal millat ʾibrāhīm ḥanīf w-mā kān minal-mushrikīn,"They say, ""Be Jews or Christians so you will be guided."" Say, ""Rather, we follow the religion of Abraham, inclining toward truth, and he was not of the polytheists"
2,136,قولوا آمَنّا بِاللَّهِ وَما أُنزِلَ إِلَينا وَما أُنزِلَ إِلىٰ إِبراهيمَ وَإِسماعيلَ وَإِسحاقَ وَيَعقوبَ وَالأَسباطِ وَما أوتِيَ موسىٰ وَعيسىٰ وَما أوتِيَ النَّبِيّونَ مِن رَبِّهِم لا نُفَرِّقُ بَينَ أَحَدٍ مِنهُم وَنَحنُ لَهُ مُسلِمونَ,qūlū ʾāmannā b-llāh w-mā ʾunzil ʾilaynā w-mā ʾunzil ʾilā ʾibrāhīm w-ʾismāʿīl w-ʾisḥāq w-yaʿqūb w-l-ʾasbāṭ w-mā ʾūtiy mūsā w-ʿīsā w-mā ʾūtiy n-nabiyyūn m rabbihim lā nufarriq bayn ʾaḥad minhum w-naḥn lahū muslimūn,"Say, O believers, ""We have believed in Allah and what has been revealed to us and what has been revealed to Abraham and Ishmael and Isaac and Jacob and the Descendants and what was given to Moses and Jesus and what was given to the prophets from their Lord. We make no distinction between any of them, and we are Muslims in submission to Him"
2,137,فَإِن آمَنوا بِمِثلِ ما آمَنتُم بِهِ فَقَدِ اهتَدَوا ۖ وَإِن تَوَلَّوا فَإِنَّما هُم في شِقاقٍ ۖ فَسَيَكفيكَهُمُ اللَّهُ ۚ وَهُوَ السَّميعُ العَليمُ,f-ʾ ʾāmanū b-mithl mā ʾāmantum bihī f-qad htadaw w-ʾ tawallaw f-ʾinnamā hum fī shiqāq f-s-yakfīkahum llāh w-huw s-samīʿul-ʿalīm,"So if they believe in the same as you believe in, then they have been rightly guided; but if they turn away, they are only in dissension, and Allah will be sufficient for you against them. And He is the Hearing, the Knowing"
2,138,صِبغَةَ اللَّهِ ۖ وَمَن أَحسَنُ مِنَ اللَّهِ صِبغَةً ۖ وَنَحنُ لَهُ عابِدونَ,ṣibghat llāh w-m ʾaḥsan min llāh ṣibghat w-naḥn lahū ʿābidūn,"And say, ""Ours is the religion of Allah. And who is better than Allah in ordaining religion? And we are worshippers of Him"
2,139,قُل أَتُحاجّونَنا فِي اللَّهِ وَهُوَ رَبُّنا وَرَبُّكُم وَلَنا أَعمالُنا وَلَكُم أَعمالُكُم وَنَحنُ لَهُ مُخلِصونَ,qul ʾ-tuḥājjūnanā fī llāh w-huw rabbunā w-rabbukum w-lanā ʾaʿmālunā w-lakum ʾaʿmālukum w-naḥn lahū mukhliṣūn,"Say, O Muhammad, ""Do you argue with us about Allah while He is our Lord and your Lord? For us are our deeds, and for you are your deeds. And we are sincere in deed and intention to Him"
2,140,أَم تَقولونَ إِنَّ إِبراهيمَ وَإِسماعيلَ وَإِسحاقَ وَيَعقوبَ وَالأَسباطَ كانوا هودًا أَو نَصارىٰ ۗ قُل أَأَنتُم أَعلَمُ أَمِ اللَّهُ ۗ وَمَن أَظلَمُ مِمَّن كَتَمَ شَهادَةً عِندَهُ مِنَ اللَّهِ ۗ وَمَا اللَّهُ بِغافِلٍ عَمّا تَعمَلونَ,ʾam taqūlūn ʾinn ʾibrāhīm w-ʾismāʿīl w-ʾisḥāq w-yaʿqūb w-l-ʾasbāṭ kānū hūd ʾaw naṣārā qul ʾ-ʾantum ʾaʿlam ʾam llāh w-m ʾaẓlam mimm katam shahādat ʿindahū min llāh w-mā llāh b-ghāfil ʿammā taʿmalūn,"Or do you say that Abraham and Ishmael and Isaac and Jacob and the Descendants were Jews or Christians? Say, ""Are you more knowing or is Allah?"" And who is more unjust than one who conceals a testimony he has from Allah? And Allah is not unaware of what you do"
2,141,تِلكَ أُمَّةٌ قَد خَلَت ۖ لَها ما كَسَبَت وَلَكُم ما كَسَبتُم ۖ وَلا تُسأَلونَ عَمّا كانوا يَعمَلونَ,tilk ʾummat qad khalat lahā mā kasabat w-lakum mā kasabtum w-lā tusʾalūn ʿammā kānū yaʿmalūn,"That is a nation which has passed on. It will have the consequence of what it earned, and you will have what you have earned. And you will not be asked about what they used to do"
2,142,۞ سَيَقولُ السُّفَهاءُ مِنَ النّاسِ ما وَلّاهُم عَن قِبلَتِهِمُ الَّتي كانوا عَلَيها ۚ قُل لِلَّهِ المَشرِقُ وَالمَغرِبُ ۚ يَهدي مَن يَشاءُ إِلىٰ صِراطٍ مُستَقيمٍ,s-yaqūl s-sufahāʾ min n-nās mā wallāhum ʿ qiblatihim llatī kānū ʿalayhā qul l-llāhil-mashriq w-l-maghrib yahdī m yashāʾ ʾilā ṣirāṭ mustaqīm,"The foolish among the people will say, ""What has turned them away from their qiblah, which they used to face?"" Say, ""To Allah belongs the east and the west. He guides whom He wills to a straight path"
2,143,وَكَذٰلِكَ جَعَلناكُم أُمَّةً وَسَطًا لِتَكونوا شُهَداءَ عَلَى النّاسِ وَيَكونَ الرَّسولُ عَلَيكُم شَهيدًا ۗ وَما جَعَلنَا القِبلَةَ الَّتي كُنتَ عَلَيها إِلّا لِنَعلَمَ مَن يَتَّبِعُ الرَّسولَ مِمَّن يَنقَلِبُ عَلىٰ عَقِبَيهِ ۚ وَإِن كانَت لَكَبيرَةً إِلّا عَلَى الَّذينَ هَدَى اللَّهُ ۗ وَما كانَ اللَّهُ لِيُضيعَ إيمانَكُم ۚ إِنَّ اللَّهَ بِالنّاسِ لَرَءوفٌ رَحيمٌ,w-k-dhālik jaʿalnākum ʾummat wasaṭ l-takūnū shuhadāʾ ʿalā n-nās w-yakūn r-rasūl ʿalaykum shahīd w-mā jaʿalnāl-qiblat llatī kunt ʿalayhā ʾillā l-naʿlam m yattabiʿ r-rasūl mimm yanqalib ʿalā ʿaqibayh w-ʾ kānat l-kabīrat ʾillā ʿalālladhīn hadā llāh w-mā kān llāh l-yuḍīʿ ʾīmānakum ʾinn llāh b-n-nās l-raʾūf raḥīm,"And thus we have made you a just community that you will be witnesses over the people and the Messenger will be a witness over you. And We did not make the qiblah which you used to face except that We might make evident who would follow the Messenger from who would turn back on his heels. And indeed, it is difficult except for those whom Allah has guided. And never would Allah have caused you to lose your faith. Indeed Allah is, to the people, Kind and Merciful"
2,144,قَد نَرىٰ تَقَلُّبَ وَجهِكَ فِي السَّماءِ ۖ فَلَنُوَلِّيَنَّكَ قِبلَةً تَرضاها ۚ فَوَلِّ وَجهَكَ شَطرَ المَسجِدِ الحَرامِ ۚ وَحَيثُ ما كُنتُم فَوَلّوا وُجوهَكُم شَطرَهُ ۗ وَإِنَّ الَّذينَ أوتُوا الكِتابَ لَيَعلَمونَ أَنَّهُ الحَقُّ مِن رَبِّهِم ۗ وَمَا اللَّهُ بِغافِلٍ عَمّا يَعمَلونَ,qad narā taqallub wajhik fī s-samāʾ f-l-nuwalliyannak qiblat tarḍāhā f-wall wajhak shaṭral-masjidil-ḥarām w-ḥayth mā kuntum f-wallū wujūhakum shaṭrahū w-ʾinnalladhīn ʾūtūl-kitāb l-yaʿlamūn ʾannahul-ḥaqq m rabbihim w-mā llāh b-ghāfil ʿammā yaʿmalūn,"We have certainly seen the turning of your face, O Muhammad, toward the heaven, and We will surely turn you to a qiblah with which you will be pleased. So turn your face toward al-Masjid al-Haram. And wherever you believers are, turn your faces toward it in prayer. Indeed, those who have been given the Scripture well know that it is the truth from their Lord. And Allah is not unaware of what you do"
2,145,وَلَئِن أَتَيتَ الَّذينَ أوتُوا الكِتابَ بِكُلِّ آيَةٍ ما تَبِعوا قِبلَتَكَ ۚ وَما أَنتَ بِتابِعٍ قِبلَتَهُم ۚ وَما بَعضُهُم بِتابِعٍ قِبلَةَ بَعضٍ ۚ وَلَئِنِ اتَّبَعتَ أَهواءَهُم مِن بَعدِ ما جاءَكَ مِنَ العِلمِ ۙ إِنَّكَ إِذًا لَمِنَ الظّالِمينَ,w-l-ʾ ʾataytalladhīn ʾūtūl-kitāb b-kull ʾāyat mā tabiʿū qiblatak w-mā ʾant b-tābiʿ qiblatahum w-mā baʿḍuhum b-tābiʿ qiblat baʿḍ w-l-ʾin ttabaʿt ʾahwāʾahum m baʿd mā jāʾak minal-ʿilm ʾinnak ʾidh l-min ẓ-ẓālimīn,"And if you brought to those who were given the Scripture every sign, they would not follow your qiblah. Nor will you be a follower of their qiblah. Nor would they be followers of one another's qiblah. So if you were to follow their desires after what has come to you of knowledge, indeed, you would then be among the wrongdoers"
2,146,الَّذينَ آتَيناهُمُ الكِتابَ يَعرِفونَهُ كَما يَعرِفونَ أَبناءَهُم ۖ وَإِنَّ فَريقًا مِنهُم لَيَكتُمونَ الحَقَّ وَهُم يَعلَمونَ,alladhīn ʾātaynāhumul-kitāb yaʿrifūnahū k-mā yaʿrifūn ʾabnāʾahum w-ʾinn farīqam-minhum l-yaktumūnal-ḥaqq w-hum yaʿlamūn,"Those to whom We gave the Scripture know him as they know their own sons. But indeed, a party of them conceal the truth while they know it"
2,147,الحَقُّ مِن رَبِّكَ ۖ فَلا تَكونَنَّ مِنَ المُمتَرينَ,al-ḥaqq m rabbik f-lā takūnann minal-mumtarīn,"The truth is from your Lord, so never be among the doubters"
2,148,وَلِكُلٍّ وِجهَةٌ هُوَ مُوَلّيها ۖ فَاستَبِقُوا الخَيراتِ ۚ أَينَ ما تَكونوا يَأتِ بِكُمُ اللَّهُ جَميعًا ۚ إِنَّ اللَّهَ عَلىٰ كُلِّ شَيءٍ قَديرٌ,w-l-kull wijhat huw muwallīhā f-stabiqūl-khayrāt ʾayn mā takūnū yaʾt bikum llāh jamīʿ ʾinn llāh ʿalā kull shayʾ qadīr,"For each religious following is a direction toward which it faces. So race to all that is good. Wherever you may be, Allah will bring you forth for judgement all together. Indeed, Allah is over all things competent"
